"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"1865",217470,217470,299060,1890,NA,3,1,0,1,NA,NA,NA,1600,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",405,"Lincoln","","St","","","405 Lincoln St","Indianapolis","IN",46225,"","Residential","SingleFamily","",39.745265,-86.150262,NA,NA,4356,0.1,"",NA,NA,NA,"",NA,NA,35100,NA,NA,NA,NA,2016-09-09,51000,"","",NA,NA,NA
"1879",226776,226776,308687,1938,NA,3,1,0,1,NA,NA,NA,2140,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6047,"Crittenden","","Ave","","","6047 Crittenden Ave","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.865359,-86.127883,NA,NA,5662,0.13,"",NA,NA,NA,"",NA,NA,196800,NA,NA,NA,NA,2016-04-28,203000,"","",NA,NA,NA
"1882",226779,226779,308690,1938,NA,3,3,0,3,NA,NA,NA,2880,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6210,"Haverford","","Ave","","","6210 Haverford Ave","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.867706,-86.136789,NA,NA,6473,0.1486,"",NA,NA,NA,"",NA,NA,163000,NA,NA,NA,NA,2016-08-12,213000,"","",NA,NA,NA
"1888",226785,226785,308696,1956,NA,3,3,0,3,NA,NA,NA,2661,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5617,"Crestview","","Ave","","","5617 Crestview Ave","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.85561,-86.137011,NA,NA,10018,0.23,"",NA,NA,NA,"",NA,NA,273900,NA,NA,NA,NA,2016-06-22,3e+05,"","",NA,NA,NA
"1895",229309,229309,311299,1984,NA,3,NA,NA,NA,NA,NA,NA,988,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3536,"Bryan","","Ct","","","3536 Bryan Ct","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.648056,-86.104929,NA,NA,6055,0.139,"",NA,NA,NA,"",NA,NA,73600,NA,NA,NA,NA,2016-05-05,77000,"","",NA,NA,NA
"1903",229317,229317,311307,1985,NA,2,1,0,1,NA,NA,NA,1068,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3245,"Oak Tree","N","Dr","","","3245 Oak Tree Dr N","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.637672,-86.108656,NA,NA,9017,0.207,"",NA,NA,NA,"",NA,NA,91800,NA,NA,NA,NA,2016-06-06,98000,"","",NA,NA,NA
"1906",229320,229320,311310,1986,NA,3,2,0,2,NA,NA,NA,1342,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3403,"Oak Tree","N","Dr","","","3403 Oak Tree Dr N","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.637898,-86.10757,NA,NA,10497,0.241,"",NA,NA,NA,"",NA,NA,114200,NA,NA,NA,NA,2016-05-27,135000,"","",NA,NA,NA
"1908",229322,229322,311312,1987,NA,3,2,0,2,NA,NA,NA,1310,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3519,"Oak Tree","","Cir","","","3519 Oak Tree Cir","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.636145,-86.104935,NA,NA,9583,0.22,"",NA,NA,NA,"",NA,NA,116100,NA,NA,NA,NA,2016-08-19,134000,"","",NA,NA,NA
"1909",229323,229323,311313,1988,NA,3,1,0,1,NA,NA,NA,1064,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3447,"Pleasant Lake","","Dr","","","3447 Pleasant Lake Dr","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.639594,-86.106738,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,82500,NA,NA,NA,NA,2016-08-05,76000,"","",NA,NA,NA
"1911",229325,229325,311315,1987,NA,3,2,0,2,NA,NA,NA,1102,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3670,"Pleasant Lake","","Dr","","","3670 Pleasant Lake Dr","Indianapolis","IN",46227,"","Residential","SingleFamily","",39.64042,-86.102873,NA,NA,20037,0.46,"",NA,NA,NA,"",NA,NA,95200,NA,NA,NA,NA,2016-07-28,110000,"","",NA,NA,NA
"1926",232641,232641,314887,1968,NA,4,3,0,3,NA,NA,NA,2080,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",446,"Hill Valley","W","Dr","","","446 W Hill Valley Dr","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.645664,-86.166887,NA,NA,15769,0.362,"",NA,NA,NA,"",NA,NA,147400,NA,NA,NA,NA,2016-07-21,197500,"","",NA,NA,NA
"1932",232648,232648,314894,1976,NA,4,2.5,1,2,NA,NA,NA,3049,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8433,"Chippewa","","Ct","","","8433 Chippewa Ct","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.642901,-86.160919,NA,NA,12109,0.278,"",NA,NA,NA,"",NA,NA,171600,NA,NA,NA,NA,2016-06-14,195000,"","",NA,NA,NA
"1934",232650,232650,314896,1986,10,4,2,0,2,2,NA,1,2619,NA,552,NA,NA,"Central","","Single Family",NA,"Average","Masonry",1,"Masonry",NA,NA,"Attached","Warm Air",NA,NA,"Attached Garage","",NA,NA,NA,"Type Unknown","Type Unknown","Type Unknown","Type Unknown",8913,"Royal Meadow","","Dr","","","8913 Royal Meadow Dr","Indianapolis","IN",46217,"","Residential","Single Family Residence / Townhouse","49-14-23-102-001.000-500",39.635509,-86.170637,116,118,13678,0.314,"14",23,NA,NA,"Extra Front",21800,127800,149600,NA,1845,2015,NA,2016-06-28,169900,"Grant Deed","KIEL JULIA L",NA,NA,NA
"1935",232651,232651,314897,1991,8,4,NA,NA,NA,2,NA,1,3248,1032,603,NA,NA,"Central","","Single Family",NA,"Average","Brick",1,"Masonry",NA,NA,"Attached","Warm Air",NA,NA,"Attached Garage","",NA,NA,NA,"","","","",8844,"Rodeo","","Ct","","","8844 Rodeo Ct","Indianapolis","IN",46217,"","Residential","Single Family Residence / Townhouse","49-14-23-135-034.000-500",39.63804,-86.16646,112,87,9757,0.224,"14",23,NA,NA,"",31900,203600,235500,NA,2997,2015,NA,2016-05-12,324327,"Grant Deed","PONCHOT GREGORY A & BRENDA K",NA,NA,NA
"1938",232654,232654,314900,1973,NA,3,3,0,3,NA,NA,NA,1933,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8502,"Lockwood","","Ln","","","8502 Lockwood Ln","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.64245,-86.163635,NA,NA,10193,0.234,"",NA,NA,NA,"",NA,NA,154400,NA,NA,NA,NA,2016-09-12,176000,"","",NA,NA,NA
"1941",232866,232866,315113,1968,NA,3,2,0,2,NA,NA,NA,1784,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",641,"Hill Valley","W","Dr","","","641 W Hill Valley Dr","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.644365,-86.171709,NA,NA,20342,0.467,"",NA,NA,NA,"",NA,NA,146300,NA,NA,NA,NA,2016-06-02,160000,"","",NA,NA,NA
"1947",232872,232872,315119,1983,NA,3,2,0,2,NA,NA,NA,1818,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8825,"Royal Meadow","","Dr","","","8825 Royal Meadow Dr","Indianapolis","IN",46217,"","Residential","SingleFamily","",39.636754,-86.169379,NA,NA,18339,0.421,"",NA,NA,NA,"",NA,NA,135800,NA,NA,NA,NA,2016-08-12,158000,"","",NA,NA,NA
"1956",233273,233273,315537,1921,NA,2,1,0,1,NA,NA,NA,1080,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2932,"Beech","","St","","","2932 Beech St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.723447,-86.148265,NA,NA,6272,0.144,"",NA,NA,NA,"",NA,NA,52000,NA,NA,NA,NA,2016-04-05,38000,"","",NA,NA,NA
"1963",233280,233280,315544,1947,NA,2,1.5,1,1,NA,NA,NA,1536,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",805,"Gimber","E","St","","","805 E Gimber St","Indianapolis","IN",46203,"","Residential","SingleFamily","",39.726957,-86.145301,NA,NA,6316,0.145,"",NA,NA,NA,"",NA,NA,84400,NA,NA,NA,NA,2016-06-06,94000,"","",NA,NA,NA
"1975",233528,233528,315798,1954,NA,3,1,0,1,NA,NA,NA,900,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3918,"Bolton","N","Ave","","","3918 N Bolton Ave","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.828345,-86.067657,NA,NA,7840,0.18,"",NA,NA,NA,"",NA,NA,49200,NA,NA,NA,NA,2016-02-01,28000,"","",NA,NA,NA
"1976",233529,233529,315799,1954,NA,3,1,0,1,NA,NA,NA,1040,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4034,"Bolton","N","Ave","","","4034 N Bolton Ave","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.830823,-86.067684,NA,NA,7492,0.172,"",NA,NA,NA,"",NA,NA,47700,NA,NA,NA,NA,2016-07-06,33000,"","",NA,NA,NA
"1977",233530,233530,315800,1954,NA,3,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5525,"42nd","E","St","","","5525 E 42nd St","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.832758,-86.073123,NA,NA,7623,0.175,"",NA,NA,NA,"",NA,NA,38500,NA,NA,NA,NA,2016-07-06,33000,"","",NA,NA,NA
"1983",233536,233536,315806,1966,NA,3,2,0,2,NA,NA,NA,1242,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4371,"Barnor","","Dr","","","4371 Barnor Dr","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.836474,-86.060489,NA,NA,9583,0.22,"",NA,NA,NA,"",NA,NA,76900,NA,NA,NA,NA,2016-07-18,28100,"","",NA,NA,NA
"1986",233539,233539,315809,1957,NA,3,1,0,1,NA,NA,NA,1402,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5750,"36th","E","St","","","5750 E 36th St","Indianapolis","IN",46218,"","Residential","SingleFamily","",39.822162,-86.069844,NA,NA,7840,0.18,"",NA,NA,NA,"",NA,NA,65100,NA,NA,NA,NA,2016-05-30,27200,"","",NA,NA,NA
"1989",233542,233542,315812,1957,NA,4,2,0,2,NA,NA,NA,1924,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4128,"Sheridan","N","Ave","","","4128 N Sheridan Ave","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.832169,-86.060417,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,31700,NA,NA,NA,NA,2016-09-01,53800,"","",NA,NA,NA
"1990",233984,233984,316266,1910,NA,3,1.5,1,1,NA,NA,NA,1654,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3602,"Pennsylvania","N","St","","","3602 N Pennsylvania St","Indianapolis","IN",46205,"","Residential","SingleFamily","",39.821337,-86.154721,NA,NA,3484,0.08,"",NA,NA,NA,"",NA,NA,124500,NA,NA,NA,NA,2016-06-08,85000,"","",NA,NA,NA
"1991",233985,233985,316267,1920,NA,4,NA,NA,NA,NA,NA,NA,1778,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",408,"Ruskin","","Pl","","","408 Ruskin Pl","Indianapolis","IN",46205,"","Residential","SingleFamily","",39.824367,-86.150675,NA,NA,5009,0.115,"",NA,NA,NA,"",NA,NA,123900,NA,NA,NA,NA,2016-08-31,67000,"","",NA,NA,NA
"1997",233991,233991,316273,1920,NA,2,1,0,1,NA,NA,NA,2946,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",114,"40th","W","St","","","114 W 40th St","Indianapolis","IN",46208,"","Residential","SingleFamily","",39.828494,-86.15973,NA,NA,3554,0.0816,"",NA,NA,NA,"",NA,NA,72600,NA,NA,NA,NA,2016-07-29,34000,"","",NA,NA,NA
"1998",233992,233992,316274,1945,NA,2,1.5,1,1,NA,NA,NA,1536,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",314,"Harvard","","Pl","","","314 Harvard Pl","Indianapolis","IN",46208,"","Residential","SingleFamily","",39.825843,-86.164595,NA,NA,4400,0.101,"",NA,NA,NA,"",NA,NA,89800,NA,NA,NA,NA,2016-08-18,35000,"","",NA,NA,NA
"2006",235219,235219,317557,1964,NA,4,2,0,2,NA,NA,NA,3401,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6484,"Broadway","","St","","","6484 Broadway St","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.875458,-86.148073,NA,NA,7840,0.18,"",NA,NA,NA,"",NA,NA,199600,NA,NA,NA,NA,2016-05-26,267000,"","",NA,NA,NA
"2007",235220,235220,317558,1948,NA,3,3,0,3,NA,NA,NA,2835,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6345,"Washington","","Blvd","","","6345 Washington Blvd","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.871347,-86.151623,NA,NA,11761,0.27,"",NA,NA,NA,"",NA,NA,272600,NA,NA,NA,NA,2016-05-31,295000,"","",NA,NA,NA
"2008",235221,235221,317559,1901,NA,3,2,0,2,NA,NA,NA,2368,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6120,"Winthrop","","Ave","","","6120 Winthrop Ave","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.866207,-86.142272,NA,NA,7840,0.18,"",NA,NA,NA,"",NA,NA,216200,NA,NA,NA,NA,2016-07-27,265000,"","",NA,NA,NA
"2014",237047,237047,319489,1913,NA,2,1,0,1,NA,NA,NA,1428,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3439,"Carrollton","","Ave","","","3439 Carrollton Ave","Indianapolis","IN",46205,"","Residential","SingleFamily","",39.818894,-86.143225,NA,NA,5793,0.133,"",NA,NA,NA,"",NA,NA,59600,NA,NA,NA,NA,2016-06-16,32500,"","",NA,NA,NA
"2016",237049,237049,319491,1920,NA,3,2,0,2,NA,NA,NA,1252,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3035,"Guilford","","Ave","","","3035 Guilford Ave","Indianapolis","IN",46205,"","Residential","SingleFamily","",39.811648,-86.139646,NA,NA,6708,0.154,"",NA,NA,NA,"",NA,NA,24700,NA,NA,NA,NA,2016-08-03,42000,"","",NA,NA,NA
"2025",237167,237167,319610,1959,NA,4,2,0,2,NA,NA,NA,2680,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9210,"College","N","Ave","","","9210 N College Ave","Indianapolis","IN",46240,"","Residential","SingleFamily","",39.921929,-86.146513,NA,NA,29498,0.6772,"",NA,NA,NA,"",NA,NA,161000,NA,NA,NA,NA,2016-08-05,166750,"","",NA,NA,NA
"2026",237168,237168,319611,1950,6,3,1,0,1,1,NA,1,2289,NA,308,NA,NA,"Central","","Single Family",NA,"Average","Brick",1,"Masonry",NA,NA,"Attached","Warm Air",NA,NA,"Attached Garage","",NA,NA,NA,"Type Unknown","Type Unknown","","Type Unknown",8475,"Park","N","Ave","","","8475 N Park Ave","Indianapolis","IN",46240,"","Residential","Single Family Residence / Townhouse","49-03-23-115-024.000-800",39.910074,-86.1485,161,156,25117,0.5766,"17",23,NA,NA,"Extra Front",55500,196900,252400,NA,2626,2015,NA,2016-04-01,326562,"Grant Deed","HIBBELN LEIGH R",NA,NA,NA
"2028",237170,237170,319613,1954,NA,2,2,0,2,NA,NA,NA,2834,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9581,"Park","N","Ave","","","9581 N Park Ave","Indianapolis","IN",46240,"","Residential","SingleFamily","",39.926419,-86.148657,NA,NA,15681,0.36,"",NA,NA,NA,"",NA,NA,167700,NA,NA,NA,NA,2016-07-06,282000,"","",NA,NA,NA
"2034",237176,237176,319619,1953,NA,3,2,0,2,NA,NA,NA,2136,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8275,"Meridian","N","St","","","8275 N Meridian St","Indianapolis","IN",46260,"","Residential","SingleFamily","",39.907356,-86.157156,NA,NA,24393,0.56,"",NA,NA,NA,"",NA,NA,252200,NA,NA,NA,NA,2016-05-25,220000,"","",NA,NA,NA
"2035",237177,237177,319620,1940,8,3,2,0,2,1,NA,1,1872,NA,264,NA,NA,"Central","","Single Family",NA,"Average","Wood",NA,"",NA,NA,"Attached","Warm Air",NA,NA,"Attached Garage","",NA,NA,NA,"Type Unknown","Type Unknown","","Type Unknown",8524,"College","N","Ave","","","8524 N College Ave","Indianapolis","IN",46240,"","Residential","Single Family Residence / Townhouse","49-03-23-116-005.000-800",39.911048,-86.146348,187,75,14026,0.322,"17",23,NA,NA,"",36700,111000,147700,NA,3059,2015,NA,2016-04-29,174375,"Grant Deed","OROURKE BEVERLY B",NA,NA,NA
"2039",237181,237181,319624,1958,NA,4,3.5,1,3,NA,NA,NA,2195,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8320,"Washington","","Blvd","","","8320 Washington Blvd","Indianapolis","IN",46240,"","Residential","SingleFamily","",39.907589,-86.153736,NA,NA,28688,0.6586,"",NA,NA,NA,"",NA,NA,225200,NA,NA,NA,NA,2016-07-22,295000,"","",NA,NA,NA
"2046",237189,237189,319632,1955,NA,3,1.5,1,1,NA,NA,NA,1720,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",830,"83rd","E","St","","","830 E 83rd St","Indianapolis","IN",46240,"","Residential","SingleFamily","",39.908093,-86.143263,NA,NA,15246,0.35,"",NA,NA,NA,"",NA,NA,174800,NA,NA,NA,NA,2016-06-13,211560,"","",NA,NA,NA
"2048",237191,237191,319634,1954,NA,2,2,0,2,NA,NA,NA,2024,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8237,"College","N","Ave","","","8237 N College Ave","Indianapolis","IN",46240,"","Residential","SingleFamily","",39.907158,-86.145388,NA,NA,17424,0.4,"",NA,NA,NA,"",NA,NA,188300,NA,NA,NA,NA,2016-05-19,224900,"","",NA,NA,NA
"2055",240014,240014,322558,1957,NA,3,2,0,2,NA,NA,NA,1404,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6926,"Hague","","Rd","","","6926 Hague Rd","Indianapolis","IN",46256,"","Residential","SingleFamily","",39.881348,-86.033468,NA,NA,19994,0.459,"",NA,NA,NA,"",NA,NA,131400,NA,NA,NA,NA,2016-06-30,138900,"","",NA,NA,NA
"2060",240019,240019,322563,1958,NA,3,2,0,2,NA,NA,NA,2003,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6940,"Tousley","","Dr","","","6940 Tousley Dr","Indianapolis","IN",46256,"","Residential","SingleFamily","",39.882084,-86.031672,NA,NA,20473,0.47,"",NA,NA,NA,"",NA,NA,159300,NA,NA,NA,NA,2016-06-20,159900,"","",NA,NA,NA
"2064",240023,240023,322567,1965,NA,4,3.5,1,3,NA,NA,NA,3970,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6260,"Avalon Lane","EAST","Dr","","","6260 Avalon Lane East Dr","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.870332,-86.056704,NA,NA,24350,0.559,"",NA,NA,NA,"",NA,NA,301300,NA,NA,NA,NA,2016-04-05,262500,"","",NA,NA,NA
"2066",240025,240025,322569,1965,NA,3,4,0,4,NA,NA,NA,2560,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6280,"Avalon Lane","EAST","Dr","","","6280 Avalon Lane East Dr","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.871321,-86.056611,NA,NA,21562,0.495,"",NA,NA,NA,"",NA,NA,242200,NA,NA,NA,NA,2016-05-27,248000,"","",NA,NA,NA
"2068",240027,240027,322571,1963,NA,4,3,0,3,NA,NA,NA,2022,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7144,"Fairwood","","Dr","","","7144 Fairwood Dr","Indianapolis","IN",46256,"","Residential","SingleFamily","",39.884842,-86.027472,NA,NA,13939,0.32,"",NA,NA,NA,"",NA,NA,149900,NA,NA,NA,NA,2016-05-09,151250,"","",NA,NA,NA
"2069",240028,240028,322572,1962,NA,5,3.5,1,3,NA,NA,NA,3465,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6530,"Cricklewood","","Rd","","","6530 Cricklewood Rd","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.876969,-86.064742,NA,NA,15725,0.361,"",NA,NA,NA,"",NA,NA,240500,NA,NA,NA,NA,2016-07-20,340000,"","",NA,NA,NA
"2080",243094,243094,325836,1923,NA,2,1,0,1,NA,NA,NA,936,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2610,"Brookside Parkway","NORTH","Dr","","","2610 Brookside Parkway North Dr","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.787306,-86.117598,NA,NA,3049,0.07,"",NA,NA,NA,"",NA,NA,52600,NA,NA,NA,NA,2016-08-26,19485,"","",NA,NA,NA
"2092",246917,246917,329857,1958,NA,2,1,0,1,NA,NA,NA,1168,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2319,"Porter","","St","","","2319 Porter St","Indianapolis","IN",46231,"","Residential","SingleFamily","",39.732563,-86.318333,NA,NA,15681,0.36,"",NA,NA,NA,"",NA,NA,48300,NA,NA,NA,NA,2016-01-11,65000,"","",NA,NA,NA
"2099",246924,246924,329864,1985,NA,3,2,0,2,NA,NA,NA,1719,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",750,"Sunglow","","Cir","","","750 Sunglow Cir","Indianapolis","IN",46231,"","Residential","SingleFamily","",39.754315,-86.318225,NA,NA,11761,0.27,"",NA,NA,NA,"",NA,NA,134100,NA,NA,NA,NA,2016-06-17,147500,"","",NA,NA,NA
"2103",246928,246928,329868,1990,NA,4,2.5,1,2,NA,NA,NA,2678,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9177,"Bakeway","","Dr","","","9177 Bakeway Dr","Indianapolis","IN",46231,"","Residential","SingleFamily","",39.75417,-86.324692,NA,NA,14244,0.327,"",NA,NA,NA,"",NA,NA,181200,NA,NA,NA,NA,2016-07-25,211000,"","",NA,NA,NA
"2105",246930,246930,329870,1992,NA,3,2,0,2,NA,NA,NA,1640,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1041,"New Harmony","","Dr","","","1041 New Harmony Dr","Indianapolis","IN",46231,"","Residential","SingleFamily","",39.750659,-86.322173,NA,NA,13068,0.3,"",NA,NA,NA,"",NA,NA,160400,NA,NA,NA,NA,2016-04-15,167500,"","",NA,NA,NA
"2106",246931,246931,329871,1997,NA,3,2,0,2,NA,NA,NA,1838,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",9041,"New Harmony","","Cir","","","9041 New Harmony Cir","Indianapolis","IN",46231,"","Residential","SingleFamily","",39.749353,-86.322599,NA,NA,13068,0.3,"",NA,NA,NA,"",NA,NA,171000,NA,NA,NA,NA,2016-05-04,178000,"","",NA,NA,NA
"2109",246934,246934,329874,1999,NA,4,2,0,2,NA,NA,NA,2396,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",520,"Himebaugh","","Ct","","","520 Himebaugh Ct","Indianapolis","IN",46231,"","Residential","SingleFamily","",39.757127,-86.320479,NA,NA,7230,0.166,"",NA,NA,NA,"",NA,NA,127600,NA,NA,NA,NA,2016-01-11,125000,"","",NA,NA,NA
"2120",250236,250236,333254,1979,NA,3,2,0,2,NA,NA,NA,1526,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1408,"Gumwood","","Dr","","","1408 Gumwood Dr","Indianapolis","IN",46234,"","Residential","SingleFamily","",39.784118,-86.317889,NA,NA,8276,0.19,"",NA,NA,NA,"",NA,NA,95600,NA,NA,NA,NA,2016-02-28,105000,"","",NA,NA,NA
"2128",250244,250244,333262,1989,NA,3,2.5,1,2,NA,NA,NA,1593,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1705,"Shorter","","Dr","","","1705 Shorter Dr","Indianapolis","IN",46214,"","Residential","SingleFamily","",39.788164,-86.2928,NA,NA,7492,0.172,"",NA,NA,NA,"",NA,NA,109200,NA,NA,NA,NA,2016-03-23,118500,"","",NA,NA,NA
